Dish,Review,Sentiment
Tandoori Chicken,The Tandoori Chicken was too spicy but it had some mouth watering elements.,0
Brownie,The Brownie was not worth the price and I did not like it.,0
Noodles,The Noodles was great texture and I really enjoyed it.,1
Chole Bhature,The Chole Bhature was overcooked and I did not like it.,0
Vada,The Vada was extremely fresh and I really enjoyed it.,1
Paneer Butter Masala,The Paneer Butter Masala was too dry but it had some rich and flavorful elements.,0
Rasgulla,The Rasgulla was very oily and I did not like it.,0
Chicken Biryani,The Chicken Biryani was great texture though slightly too spicy.,1
Ice Cream,The Ice Cream was fantastic flavor and I really enjoyed it.,1
Hot Chocolate,The Hot Chocolate was loved it and I really enjoyed it.,1
Butter Chicken,The Butter Chicken was burnt taste and I did not like it.,0
Kadai Paneer,The Kadai Paneer was rich and flavorful but slightly poor quality.,1
Malai Kofta,The Malai Kofta was too dry however it had some highly recommended elements.,0
Veg Pulao,The Veg Pulao was cold when served and I did not like it.,0
Veg Pulao,The Veg Pulao was too spicy and I did not like it.,0
Butter Chicken,The Butter Chicken was very tasty but slightly cold when served.,1
Milkshake,The Milkshake was fantastic flavor but slightly too salty.,1
Samosa,The Samosa was cold when served but it had some excellent quality elements.,0
Idli,The Idli was extremely fresh but slightly burnt taste.,1
Aloo Paratha,The Aloo Paratha was super satisfying however slightly bland and tasteless.,1
Roti,The Roti was too salty however it had some loved it elements.,0
Prawn Fry,The Prawn Fry was absolutely delicious and I really enjoyed it.,1
Pav Bhaji,The Pav Bhaji was poor quality but it had some loved it elements.,0
Mango Juice,The Mango Juice was not worth the price and I did not like it.,0
Gulab Jamun,The Gulab Jamun was mouth watering although slightly too dry.,1
Chole Bhature,The Chole Bhature was too spicy and I did not like it.,0
Milkshake,The Milkshake was excellent quality although slightly not worth the price.,1
Rasgulla,The Rasgulla was rich and flavorful though slightly not fresh.,1
Manchurian,The Manchurian was bland and tasteless however it had some absolutely delicious elements.,0
Momos,The Momos was very tasty and I really enjoyed it.,1
Mutton Biryani,The Mutton Biryani was very oily and I did not like it.,0
Coffee,The Coffee was great texture and I really enjoyed it.,1
Milkshake,The Milkshake was extremely fresh and I really enjoyed it.,1
Vada,The Vada was burnt taste though it had some mouth watering elements.,0
Fish Curry,The Fish Curry was fantastic flavor but slightly overcooked.,1
Veg Biryani,The Veg Biryani was not fresh although it had some super satisfying elements.,0
Cold Coffee,The Cold Coffee was great texture and I really enjoyed it.,1
Paneer Butter Masala,The Paneer Butter Masala was bland and tasteless however it had some extremely fresh elements.,0
Pongal,The Pongal was very tasty although slightly poor quality.,1
Upma,The Upma was poor quality and I did not like it.,0
Burger,The Burger was mouth watering and I really enjoyed it.,1
Sandwich,The Sandwich was mouth watering but slightly too dry.,1
Chole Bhature,The Chole Bhature was not worth the price though it had some excellent quality elements.,0
Milkshake,The Milkshake was not fresh but it had some fantastic flavor elements.,0
Noodles,The Noodles was very oily but it had some fantastic flavor elements.,0
Momos,The Momos was mouth watering and I really enjoyed it.,1
Brownie,The Brownie was fantastic flavor however slightly cold when served.,1
Pakora,The Pakora was cold when served though it had some highly recommended elements.,0
Mutton Biryani,The Mutton Biryani was very oily and I did not like it.,0
Mutton Biryani,The Mutton Biryani was not worth the price and I did not like it.,0
Pongal,The Pongal was cold when served though it had some rich and flavorful elements.,0
Brownie,The Brownie was cold when served though it had some loved it elements.,0
Sandwich,The Sandwich was loved it though slightly undercooked.,1
Masala Dosa,The Masala Dosa was undercooked and I did not like it.,0
Pongal,The Pongal was burnt taste though it had some excellent quality elements.,0
Fried Rice,The Fried Rice was too spicy and I did not like it.,0
Cold Coffee,The Cold Coffee was excellent quality although slightly poor quality.,1
Rasgulla,The Rasgulla was mouth watering but slightly not worth the price.,1
Orange Juice,The Orange Juice was overcooked although it had some loved it elements.,0
Pizza,The Pizza was cold when served however it had some very tasty elements.,0
Upma,The Upma was not worth the price although it had some rich and flavorful elements.,0
Milkshake,The Milkshake was highly recommended however slightly not worth the price.,1
Dal Tadka,The Dal Tadka was not fresh however it had some mouth watering elements.,0
Prawn Fry,The Prawn Fry was cold when served though it had some excellent quality elements.,0
Burger,The Burger was very tasty and I really enjoyed it.,1
Paneer Butter Masala,The Paneer Butter Masala was highly recommended although slightly too dry.,1
Upma,The Upma was loved it and I really enjoyed it.,1
Sandwich,The Sandwich was very oily and I did not like it.,0
Paneer Butter Masala,The Paneer Butter Masala was mouth watering and I really enjoyed it.,1
Mango Juice,The Mango Juice was cold when served and I did not like it.,0
Kadai Paneer,The Kadai Paneer was overcooked and I did not like it.,0
Gulab Jamun,The Gulab Jamun was undercooked and I did not like it.,0
Tandoori Chicken,The Tandoori Chicken was bland and tasteless and I did not like it.,0
Paneer Butter Masala,The Paneer Butter Masala was rich and flavorful but slightly cold when served.,1
Mango Juice,The Mango Juice was too spicy though it had some rich and flavorful elements.,0
Pav Bhaji,The Pav Bhaji was perfectly cooked but slightly too salty.,1
Veg Pulao,The Veg Pulao was cold when served although it had some absolutely delicious elements.,0
Butter Chicken,The Butter Chicken was too salty however it had some rich and flavorful elements.,0
Fish Curry,The Fish Curry was rich and flavorful although slightly too spicy.,1
Tandoori Chicken,The Tandoori Chicken was not worth the price and I did not like it.,0
Prawn Fry,The Prawn Fry was absolutely delicious and I really enjoyed it.,1
Pakora,The Pakora was excellent quality though slightly undercooked.,1
Prawn Fry,The Prawn Fry was bland and tasteless but it had some super satisfying elements.,0
Malai Kofta,The Malai Kofta was burnt taste but it had some excellent quality elements.,0
Kadai Paneer,The Kadai Paneer was too salty but it had some absolutely delicious elements.,0
Paneer Butter Masala,The Paneer Butter Masala was perfectly cooked but slightly not worth the price.,1
Roti,The Roti was not fresh though it had some perfectly cooked elements.,0
Spring Roll,The Spring Roll was perfectly cooked and I really enjoyed it.,1
Manchurian,The Manchurian was absolutely delicious and I really enjoyed it.,1
Orange Juice,The Orange Juice was not fresh but it had some highly recommended elements.,0
Coffee,The Coffee was very oily but it had some excellent quality elements.,0
Ice Cream,The Ice Cream was highly recommended but slightly too spicy.,1
Hot Chocolate,The Hot Chocolate was great texture though slightly undercooked.,1
Roti,The Roti was perfectly cooked and I really enjoyed it.,1
Manchurian,The Manchurian was not worth the price and I did not like it.,0
Tandoori Chicken,The Tandoori Chicken was too salty and I did not like it.,0
Momos,The Momos was not worth the price however it had some absolutely delicious elements.,0
Ice Cream,The Ice Cream was overcooked although it had some highly recommended elements.,0
Ice Cream,The Ice Cream was super satisfying although slightly too dry.,1
Fried Rice,The Fried Rice was absolutely delicious but slightly too spicy.,1
Veg Biryani,The Veg Biryani was very oily and I did not like it.,0
Orange Juice,The Orange Juice was undercooked though it had some highly recommended elements.,0
Chole Bhature,The Chole Bhature was highly recommended although slightly poor quality.,1
Lassi,The Lassi was very oily but it had some fantastic flavor elements.,0
Veg Biryani,The Veg Biryani was burnt taste though it had some great texture elements.,0
Pizza,The Pizza was not worth the price and I did not like it.,0
Cold Coffee,The Cold Coffee was loved it and I really enjoyed it.,1
Malai Kofta,The Malai Kofta was very oily and I did not like it.,0
Dal Tadka,The Dal Tadka was super satisfying and I really enjoyed it.,1
Cold Coffee,The Cold Coffee was absolutely delicious and I really enjoyed it.,1
Roti,The Roti was mouth watering and I really enjoyed it.,1
Mutton Biryani,The Mutton Biryani was not worth the price however it had some very tasty elements.,0
Spring Roll,The Spring Roll was too spicy and I did not like it.,0
Veg Biryani,The Veg Biryani was great texture however slightly poor quality.,1
Tandoori Chicken,The Tandoori Chicken was super satisfying and I really enjoyed it.,1
Pav Bhaji,The Pav Bhaji was excellent quality and I really enjoyed it.,1
Noodles,The Noodles was excellent quality but slightly poor quality.,1
Tea,The Tea was too salty though it had some highly recommended elements.,0
Chole Bhature,The Chole Bhature was mouth watering however slightly very oily.,1
Milkshake,The Milkshake was loved it and I really enjoyed it.,1
Orange Juice,The Orange Juice was rich and flavorful but slightly too salty.,1
Coffee,The Coffee was too spicy and I did not like it.,0
Aloo Paratha,The Aloo Paratha was bland and tasteless though it had some super satisfying elements.,0
Coffee,The Coffee was not fresh and I did not like it.,0
Egg Biryani,The Egg Biryani was very oily although it had some rich and flavorful elements.,0
Brownie,The Brownie was overcooked and I did not like it.,0
Tea,The Tea was extremely fresh and I really enjoyed it.,1
Dosa,The Dosa was rich and flavorful and I really enjoyed it.,1
Rasgulla,The Rasgulla was cold when served however it had some fantastic flavor elements.,0
Pizza,The Pizza was cold when served and I did not like it.,0
Cold Coffee,The Cold Coffee was too dry and I did not like it.,0
Rasgulla,The Rasgulla was highly recommended and I really enjoyed it.,1
Pakora,The Pakora was absolutely delicious and I really enjoyed it.,1
Egg Biryani,The Egg Biryani was not fresh but it had some great texture elements.,0
Momos,The Momos was not worth the price and I did not like it.,0
Hot Chocolate,The Hot Chocolate was not worth the price but it had some highly recommended elements.,0
Roti,The Roti was absolutely delicious though slightly burnt taste.,1
Egg Biryani,The Egg Biryani was super satisfying although slightly cold when served.,1
Mutton Biryani,The Mutton Biryani was not worth the price and I did not like it.,0
Paneer Butter Masala,The Paneer Butter Masala was mouth watering and I really enjoyed it.,1
Manchurian,The Manchurian was highly recommended though slightly too dry.,1
Aloo Paratha,The Aloo Paratha was mouth watering and I really enjoyed it.,1
Veg Biryani,The Veg Biryani was overcooked but it had some great texture elements.,0
Sandwich,The Sandwich was too salty but it had some excellent quality elements.,0
Dosa,The Dosa was rich and flavorful however slightly undercooked.,1
Spring Roll,The Spring Roll was great texture however slightly too dry.,1
Tandoori Chicken,The Tandoori Chicken was too salty and I did not like it.,0
Orange Juice,The Orange Juice was excellent quality and I really enjoyed it.,1
Dal Tadka,The Dal Tadka was not fresh and I did not like it.,0
Ice Cream,The Ice Cream was rich and flavorful although slightly not worth the price.,1
Fried Rice,The Fried Rice was cold when served and I did not like it.,0
